experiment_number,cluster_config_type,hbase_config_type,table_config_type,phase,workload_type,total_number_operations,overall_throughput,number_insert_operations,insert_avg_latency,number_read_operations,read_avg_latency,number_update_operations,update_avg_latency,number_scan_operations,scan_avg_latency,number_delete_operations,delete_avg_latency,dfs_capacityUsed,dfs_bytes_written,dfs_bytes_read,dfs_writes_from_remote_client,dfs_writes_from_local_client,dfs_reads_from_remote_client,dfs_reads_from_local_client,dfs_readBlockOp_num_ops,dfs_readBlockOp_avg_time,dfs_writeBlockOp_num_ops,dfs_writeBlockOp_avg_time,storeFileCount,storeFileSize,hlogFileCount,hlogFileSize,blockCacheCount,blockCacheSize,blockCacheHitCount,blockCacheMissCount,blockCacheEvictionCount,numBytesCompactedCount,numFilesCompactedCount,compactionsCompletedCount,rs_ipc_avg_queueSize
126,2,2,1,1,load,50000020,17623.971420967944,50000000,1078.42878836,0,0,20,4135615.75,0,0,0,0,136096993218.0,332887793020.0,7440532.0,3585.0,3585.0,0.0,0.0,1499.0,1.625,7170.0,14729.5,346.0,38058275811.0,77.0,5119060047.0,3.0,8727680.0,6065.0,6783.0,9.0,0,0,0,83741687.92438272
127,2,2,1,1,load,50000020,23057.636251031254,50000000,823.92602396,0,0,20,6255706.25,0,0,0,0,144850845952.0,350812313544.0,23489099738.0,3777.0,3777.0,0.0,0.0,3197.0,22450.000000000004,7554.0,13399.428571428572,170.0,37214224245.0,72.0,5027011314.0,11.0,9700872.0,188689.0,754746.0,127.0,2238456575407,24705,3807,102148992.4127907
128,2,2,1,1,load,50000020,15219.319525960811,50000000,1236.00499108,0,0,20,4622134.55,0,0,0,0,142206810141.0,440076969420.0,36517738618.0,4688.0,4688.0,0.0,0.0,3784.0,88918.66666666667,9376.0,15024.833333333332,178.0,37734770784.0,55.0,4017597754.0,9.0,9392856.0,291900.0,1182193.0,203.0,5335130839723,56624,10842,67066723.5392954
129,2,2,1,1,load,50000020,18011.261361053384,50000000,1074.5474936,0,0,20,1484888.05,0,0,0,0,124240550638.0,297596715228.0,209538293.0,3200.0,3200.0,0.0,0.0,1590.0,1.5,6400.0,16848.5,300.0,37043759556.0,80.0,5634124323.0,3.0,8727680.0,7411.0,13798.0,5.0,0,0,0,109422527.08627959
130,2,2,1,1,load,50000020,20463.53173545892,50000000,944.41321074,0,0,20,3636815.25,0,0,0,0,143274437244.0,364377267340.0,25124745618.0,3881.0,3880.0,0.0,0.0,3154.0,56404.03333333333,7761.0,13234.666666666668,171.0,36806390062.0,104.0,7231264590.0,6.0,9122752.0,163264.0,810956.0,121.0,2750874326734,29927,5245,111750358.15964913
131,2,2,1,1,load,50000020,22114.304416668878,50000000,868.82935232,0,0,20,3573590.65,0,0,0,0,145813568586.0,357494619250.0,24605189538.0,3831.0,3831.0,0.0,0.0,2941.0,139708.54545454544,7662.0,16650.5,173.0,37049419016.0,70.0,4996197163.0,5.0,8991072.0,160868.0,796870.0,126.0,2409717828812,28176,4812,47363235.12734082
132,2,2,1,1,load,50000020,25422.729140142284,50000000,754.65800628,0,0,20,1037386.8,0,0,0,0,144385001934.0,259262316937.0,73648906.0,2747.0,2746.0,0.0,0.0,1397.0,1.5,5493.0,15659.0,249.0,36251144265.0,93.0,6480910867.0,3.0,8727680.0,6932.0,14640.0,5.0,0,0,0,42580017.28351391
133,2,2,1,1,workloadb,50000020,8325.838690871768,24999169,12.152095935668902,25000831,4746.10173677827,20,131368.2,0,0,0,0,45857144928.0,201950313505.0,223953188645.0,1873.0,1871.0,0.0,0.0,6519678.0,39.76318290974585,3744.0,45332.5,34.0,18475639461.0,34.0,1926575212.0,123150.0,8196971712.0,113184592.0,7282535.0,6375714.0,13695190365947,111955,30926,657073.2683307332
134,2,2,1,1,workloadb,50000020,8547.737661725334,25003146,11.795211730555828,24996854,4623.044853524368,20,133308.1,0,0,0,0,46470647617.0,199152043286.0,218925606188.0,1857.0,1853.0,0.0,0.0,6437922.0,14581.932673267327,3710.0,15844.0,39.0,18536662947.0,32.0,1802191096.0,125181.0,8331190616.0,114141120.0,7155783.0,6294456.0,12833476978733,107431,29480,628366.9488
135,2,2,1,1,workloadb,50000020,8386.620522362336,25004140,11.749412297323563,24995860,4704.244215842144,20,128132.5,0,0,0,0,45028242726.0,116930874539.0,220467586555.0,1133.0,1131.0,0.0,0.0,6846041.0,12.414897284367518,2264.0,90452.0,244.0,18280321622.0,30.0,1668637134.0,123836.0,8225697040.0,406397324.0,6857739.0,6718107.0,293898069,6,2,754049.625588697
136,2,2,1,1,workloadb,50000020,8449.79117186098,25002287,12.333046052947076,24997713,4666.247211214882,20,90908.25,0,0,0,0,46769170284.0,197962920277.0,218513695966.0,1852.0,1842.0,0.0,0.0,6439139.0,6299.764227642277,3694.0,16175.0,39.0,18528734919.0,40.0,2319460659.0,124336.0,8275341008.0,113828617.0,7139054.0,6296088.0,12939667038785,108649,29830,699646.4050632911
137,2,2,1,1,workloadb,50000020,8513.072674398807,25000586,12.346106087273315,24999414,4642.705503096992,20,94251.25,0,0,0,0,46427876098.0,198263562426.0,219538088351.0,1848.0,1846.0,0.0,0.0,6444735.0,13.740198224734305,3694.0,15284.714285714286,36.0,18529849623.0,41.0,2380266532.0,124375.0,8278220720.0,113754402.0,7159332.0,6302669.0,12658779003686,106710,28962,632477.0247208931
138,2,2,1,1,workloadb,50000020,8215.111039548367,25003651,12.042975203901221,24996349,4811.884785974144,20,169372.25,0,0,0,0,44973574254.0,116972093720.0,218257382258.0,1130.0,1130.0,0.0,0.0,6777751.0,14.126473526473527,2260.0,61662.0,244.0,18295053754.0,36.0,2062315415.0,124738.0,8285538592.0,405907729.0,6789652.0,6648828.0,296116352,6,2,651223.9845916794
139,2,2,1,1,workloadb,50000020,8251.843626903123,25002082,12.243822774439344,24997918,4768.292244058085,20,199246.5,0,0,0,0,46832528069.0,199295098344.0,218912553186.0,1868.0,1842.0,0.0,0.0,6440893.0,16881.166666666664,3710.0,14984.75,40.0,18533061074.0,34.0,1929688408.0,122293.0,8139922280.0,112753691.0,7156406.0,6299625.0,13623362644051,113474,31294,740839.2732198143
140,2,2,1,1,workloadb,50000020,8424.788626265761,24998301,12.065371602654116,25001699,4676.4488497761695,20,133696.0,0,0,0,0,48559741780.0,204130759884.0,224089685605.0,1894.0,1892.0,0.0,0.0,6513404.0,8481.956730769232,3786.0,12823.0,37.0,18538930544.0,33.0,1868295306.0,117270.0,7806044520.0,112316694.0,7303118.0,6375398.0,13444692352576,110243,30485,740364.5149842271
141,2,2,1,1,workloadb,50000020,8191.874676113755,24997798,12.452916732905834,25002202,4821.662378457705,20,218479.4,0,0,0,0,45342411612.0,116918928028.0,220670462569.0,1136.0,1134.0,0.0,0.0,6853173.0,14.308738554538184,2270.0,71782.0,244.0,18282952304.0,32.0,1804514440.0,123214.0,8184725672.0,405974977.0,6864854.0,6725831.0,146057931,3,1,677565.4031419118
142,2,2,1,1,workloadb,50000020,8546.576104867172,24995097,11.603827902728282,25004903,4619.42412426075,20,139936.35,0,0,0,0,46250074808.0,197442743647.0,218752425738.0,1849.0,1847.0,0.0,0.0,6439600.0,14.022448005455168,3696.0,67769.0,36.0,18542112789.0,32.0,1801341518.0,123703.0,8233675560.0,114097896.0,7138725.0,6297837.0,12659916806619,106550,28917,687622.7087999999
143,2,2,1,1,workloadb,50000020,5039.924772066882,25002288,285.00296488865337,24997712,7564.127540352493,20,165975.4,0,0,0,0,22262645713.0,185677978716.0,227293861310.0,1668.0,1796.0,0.0,0.0,6583157.0,9424.496622657265,3464.0,24659.0,29.0,18320563301.0,31.0,1797856090.0,122264.0,8137943672.0,112262470.0,7421914.0,6443540.0,28334708217027,224966,61881,40066032.29929219
145,2,2,1,1,load,100000020,22220.928470386836,100000000,871.0755363,0,0,20,6428741.95,0,0,0,0,187446364049.0,591458423247.0,53135921161.0,6413.0,6364.0,0.0,0.0,4723.0,111214.83333333333,12777.0,12918.75,241.0,73788627864.0,102.0,6884504539.0,5.0,8740168.0,73310.0,1525539.0,66.0,8949418687498,89927,17951,142392865.7974324
146,2,2,1,1,load,88269867,13943.694515191577,88269867,1301.9566053951344,0,0,0,0,0,0,0,0,154797028626.0,694216570476.0,83209904458.0,7209.0,7207.0,0.0,0.0,5913.0,203956.3,14416.0,16489.2,130.0,65583026309.0,83.0,5916259704.0,11.0,9527064.0,445188.0,2650948.0,345.0,23329888309385,209431,45133,140912525.54977712
147,2,2,1,1,load,100000020,12810.848841719913,100000000,1472.55859264,0,0,20,10236396.95,0,0,0,0,200230126928.0,734261381020.0,4379732504.0,8136.0,8132.0,0.0,0.0,4195.0,5111414.5,16268.0,14284.0,755.0,77474761777.0,85.0,5640224853.0,3.0,8733856.0,23400.0,20697.0,14.0,58747897965,90,9,85020994.35362588
148,2,2,1,1,workloada,100000020,10387.969899818418,9995487,14.775163731391977,90004513,2092.983644053493,20,302268.55,0,0,0,0,19062378820.0,74088422063.0,317824385202.0,735.0,711.0,0.0,0.0,9733035.0,1.5176470588235293,1446.0,8028.75,19.0,7220265404.0,31.0,1744536056.0,61522.0,4095193792.0,309645595.0,9915133.0,9663257.0,3959517969414,43604,12907,243575.62359035315
149,2,2,1,1,workloada,100000020,10666.949980858159,9997292,14.543184394333986,90002708,2044.0897020898526,20,917961.2,0,0,0,0,18176086906.0,77257498667.0,338789319576.0,811.0,799.0,0.0,0.0,10325619.0,1.432652147971361,1610.0,67136.0,16.0,7081569705.0,44.0,2460954588.0,62925.0,4188349528.0,302126050.0,10534069.0,10255531.0,4136342868784,45137,13657,281456.53870109736
150,2,2,1,1,workloada,100000020,11850.239517041118,10002667,13.572211591168635,89997333,1837.2000513170763,20,228198.1,0,0,0,0,19098316756.0,45686041738.0,159868606504.0,461.0,459.0,0.0,0.0,4965182.0,11.288047138047146,920.0,153467.0,102.0,6944768730.0,41.0,2466315814.0,123929.0,8221725144.0,651934176.0,4964253.0,4838525.0,0,0,0,214101.31200453002
151,2,2,1,1,workloadb,100000020,6422.090346737648,50001266,11.794647859516196,49998734,6149.297880242328,20,230153.95,0,0,0,0,81492586776.0,440227334856.0,606539213136.0,4012.0,4010.0,0.0,0.0,17037529.0,15.65482275724396,8022.0,62727.5,35.0,37107344530.0,28.0,1610929654.0,121378.0,8112392664.0,251362866.0,19420263.0,16889289.0,84610587101782,595101,162186,516483.57670632435
152,2,2,1,1,workloadb,100000020,6469.201619008274,50000625,11.601934655816802,49999375,6100.9940460455755,20,195807.1,0,0,0,0,85793188098.0,446060500855.0,612044855171.0,4059.0,4045.0,0.0,0.0,17128506.0,1038.6351351351352,8104.0,16195.0,42.0,37136722514.0,19.0,1028976119.0,124947.0,8348341992.0,246517080.0,19602379.0,16974802.0,86237617029499,592440,161378,604946.342370744
153,2,2,1,1,workloadb,100000020,5893.94355452773,49999942,12.74515296437744,50000058,6703.378791160602,20,276495.95,0,0,0,0,80401232954.0,235556622830.0,694360303381.0,2230.0,2223.0,0.0,0.0,21540731.0,12.407651172357056,4453.0,29524.0,463.0,36934721412.0,38.0,2184883462.0,62271.0,4161208544.0,1471603052.0,21546777.0,21467152.0,0,0,0,820873.157891705
154,2,2,1,1,workloadc,100000020,13866.229159404229,89998338,10.906085476822916,10001662,14181.155226401372,20,274459.0,0,0,0,0,166125827308.0,615827303834.0,219985158631.0,5772.0,5764.0,0.0,0.0,4608098.0,2130.159090909091,11536.0,16333.666666666668,144.0,66842849729.0,21.0,1164548435.0,123393.0,8293419656.0,122298899.0,7171736.0,4464315.0,33923812568403,347040,39608,2152360.9809711287
155,2,2,1,1,workloadc,100000020,13234.809879309121,89999837,11.453014931571488,10000163,14872.018039105962,20,159984.45,0,0,0,0,173886743260.0,637517679386.0,230668606570.0,5944.0,5944.0,0.0,0.0,4669789.0,19294.25,11888.0,13805.75,127.0,66781339767.0,41.0,2453506784.0,121639.0,8177672280.0,134082117.0,7543982.0,4527721.0,39977981391961,365900,44767,2666790.7085427134
156,2,2,1,1,workloadc,100000020,13841.84966976115,89999879,11.36509381307057,10000121,14224.769476989328,20,218558.95,0,0,0,0,162767571720.0,419875891208.0,168854600279.0,3667.0,3657.0,0.0,0.0,5248605.0,13.128225806451626,7324.0,7670.0,509.0,66414769611.0,54.0,3298165257.0,121117.0,8114988040.0,352554335.0,5259593.0,5123123.0,0,0,0,2657402.707732634
157,2,2,1,1,load,100000020,11929.652272109643,100000000,1627.06577275,0,0,20,4514082.6,0,0,0,0,213819110158.0,974920655318.0,100958643004.0,10301.0,10300.0,0.0,0.0,8674.0,44143.66666666667,20601.0,16958.166666666664,252.0,75451790815.0,62.0,4186655008.0,9.0,9261896.0,777835.0,3204610.0,515.0,41332613821203,368886,77010,283438129.1913668
158,2,2,1,1,load,100000020,16553.53703564225,100000000,1163.58562035,0,0,20,6702188.65,0,0,0,0,210243804493.0,811432351256.0,70328681474.0,8686.0,8680.0,0.0,0.0,6673.0,43014.0,17366.0,15099.25,269.0,74848318734.0,73.0,4962398517.0,6.0,8866768.0,524029.0,2235582.0,377.0,19858434309063,208543,43894,213534801.93405458
159,2,2,1,1,load,100000020,15094.357849790611,100000000,1274.95152865,0,0,20,7264478.85,0,0,0,0,200997658226.0,565610377139.0,4068906855.0,6339.0,6337.0,0.0,0.0,3572.0,779655.7,12676.0,11736.0,561.0,75232157251.0,90.0,5856407887.0,3.0,8733752.0,17942.0,12989.0,8.0,0,0,0,305166734.99967533
160,2,2,1,1,workloada,100000020,20145.17418323406,10000722,13.946125389746861,89999278,1096.6369738766127,20,208303.35,0,0,0,0,22330604466.0,70412559444.0,10755132040.0,666.0,666.0,0.0,0.0,2467.0,7897.684210526316,1332.0,16161.0,21.0,6951343924.0,38.0,2185496584.0,127.0,23264936.0,191633825.0,392109.0,309.0,1921570473253,21939,6540,314181.40409683425
161,2,2,1,1,workloada,100000020,20014.65072433021,10003385,13.78682675914203,89996615,1103.4949714719826,20,212763.45,0,0,0,0,21574418432.0,72997978626.0,11727022729.0,687.0,687.0,0.0,0.0,1453.0,40038.928571428565,1374.0,29194.5,16.0,6941008738.0,38.0,2187069911.0,103.0,20593640.0,183316404.0,433787.0,357.0,2052063747172,22754,6768,277150.25231910945
162,2,2,1,1,workloada,100000020,20771.38268447688,10000358,13.55577270333722,89999642,1063.7719338039144,20,188593.0,0,0,0,0,19878240292.0,45686763138.0,18707641.0,459.0,459.0,0.0,0.0,673.0,1.6,918.0,56878.0,102.0,6948812132.0,38.0,2184943216.0,208.0,31414032.0,518185892.0,795.0,3.0,0,0,0,299082.09788867563
121,2,2,1,1,load,50000020,25832.58418839187,50000000,730.28668418,0,0,20,7455279.4,0,0,0,0,151942792739.0,326283834336.0,21515789339.0,3527.0,3527.0,0.0,0.0,2845.0,8431.905448154657,7054.0,4004.9880918627728,173.0,36872387655.0,70.0,4955949539.0,6.0,8922416.0,84751.0,688782.0,81.0,1732801503589,18847,3801,37841893.29059829
122,2,2,1,1,load,50000020,18843.67662743413,50000000,1005.15712446,0,0,20,5038374.5,0,0,0,0,136241672632.0,384881120649.0,28111799641.0,4230.0,4229.0,0.0,0.0,3308.0,11382.434099153566,8459.0,4305.516373093747,177.0,37229699029.0,91.0,6812316348.0,6.0,9064592.0,200998.0,908515.0,139.0,3195593657311,38009,6565,51976312.825163394
123,2,2,1,1,load,50000020,17769.242223557678,50000000,1070.81731806,0,0,20,3028072.95,0,0,0,0,135424257521.0,323262943380.0,142024091.0,3531.0,3531.0,0.0,0.0,1663.0,255.9200240529164,7062.0,3724.654347210422,316.0,37478811595.0,78.0,5593567368.0,3.0,8727680.0,12417.0,13536.0,5.0,0,0,0,148139100.19602948
124,2,2,1,1,load,50000020,23335.589106947005,50000000,822.5256349,0,0,20,11104897.8,0,0,0,0,149099110815.0,347930017368.0,23522848169.0,3679.0,3678.0,0.0,0.0,2995.0,9845.962938230385,7357.0,4155.788908522495,186.0,37067615420.0,85.0,6209907694.0,4.0,8859376.0,136012.0,758399.0,114.0,2210225042983,22156,3600,39967781.37254902
125,2,2,1,1,load,31595026,8010.599495455294,31595026,2126.1083317038574,0,0,0,0,0,0,0,0,65268576644.0,331755458900.0,42183603234.0,3479.0,3479.0,0.0,0.0,3526.0,13713.305728871243,6958.0,6295.574302960621,32.0,23235638103.0,81.0,6009858164.0,13.0,9919752.0,429407.0,1368512.0,343.0,7945239797035,76463,13898,123313000.05977012
126,2,2,1,1,load,50000020,17623.971420967944,50000000,1078.42878836,0,0,20,4135615.75,0,0,0,0,136096993218.0,332887793020.0,7440532.0,3585.0,3585.0,0.0,0.0,1499.0,224.657104736491,7170.0,3612.9382147838214,346.0,38058275811.0,77.0,5119060047.0,3.0,8727680.0,6065.0,6783.0,9.0,0,0,0,83741687.92438272
127,2,2,1,1,load,50000020,23057.636251031254,50000000,823.92602396,0,0,20,6255706.25,0,0,0,0,144850845952.0,350812313544.0,23489099738.0,3777.0,3777.0,0.0,0.0,3197.0,10148.366593681576,7554.0,4143.921895684405,170.0,37214224245.0,72.0,5027011314.0,11.0,9700872.0,188689.0,754746.0,127.0,2238456575407,24705,3807,102148992.4127907
128,2,2,1,1,load,50000020,15219.319525960811,50000000,1236.00499108,0,0,20,4622134.55,0,0,0,0,142206810141.0,440076969420.0,36517738618.0,4688.0,4688.0,0.0,0.0,3784.0,11598.311310782241,9376.0,5302.360921501707,178.0,37734770784.0,55.0,4017597754.0,9.0,9392856.0,291900.0,1182193.0,203.0,5335130839723,56624,10842,67066723.5392954
129,2,2,1,1,load,50000020,18011.261361053384,50000000,1074.5474936,0,0,20,1484888.05,0,0,0,0,124240550638.0,297596715228.0,209538293.0,3200.0,3200.0,0.0,0.0,1590.0,276.9389937106918,6400.0,3983.33859375,300.0,37043759556.0,80.0,5634124323.0,3.0,8727680.0,7411.0,13798.0,5.0,0,0,0,109422527.08627959
130,2,2,1,1,load,50000020,20463.53173545892,50000000,944.41321074,0,0,20,3636815.25,0,0,0,0,143274437244.0,364377267340.0,25124745618.0,3881.0,3880.0,0.0,0.0,3154.0,10584.691502853519,7761.0,4400.259244942662,171.0,36806390062.0,104.0,7231264590.0,6.0,9122752.0,163264.0,810956.0,121.0,2750874326734,29927,5245,111750358.15964913
131,2,2,1,1,load,50000020,22114.304416668878,50000000,868.82935232,0,0,20,3573590.65,0,0,0,0,145813568586.0,357494619250.0,24605189538.0,3831.0,3831.0,0.0,0.0,2941.0,11418.727303638218,7662.0,4164.9325241451315,173.0,37049419016.0,70.0,4996197163.0,5.0,8991072.0,160868.0,796870.0,126.0,2409717828812,28176,4812,47363235.12734082
132,2,2,1,1,load,50000020,25422.729140142284,50000000,754.65800628,0,0,20,1037386.8,0,0,0,0,144385001934.0,259262316937.0,73648906.0,2747.0,2746.0,0.0,0.0,1397.0,322.5025053686471,5493.0,3770.5783724740577,249.0,36251144265.0,93.0,6480910867.0,3.0,8727680.0,6932.0,14640.0,5.0,0,0,0,42580017.28351391
